trial_id,word,condition,reality,category,trial_n,prompt
r00743,plindorf,imaginary_animal,imaginary,animal,3,Describe a plindorf. It is an imaginary animal.
r00744,plindorf,imaginary_animal,imaginary,animal,4,Describe a plindorf. It is an imaginary animal.
r00745,plindorf,imaginary_animal,imaginary,animal,5,Describe a plindorf. It is an imaginary animal.
r00746,plindorf,imaginary_animal,imaginary,animal,6,Describe a plindorf. It is an imaginary animal.
r00747,plindorf,imaginary_animal,imaginary,animal,7,Describe a plindorf. It is an imaginary animal.
r00748,plindorf,imaginary_animal,imaginary,animal,8,Describe a plindorf. It is an imaginary animal.
r00749,plindorf,imaginary_animal,imaginary,animal,9,Describe a plindorf. It is an imaginary animal.
r00140,purtaneolotomous,imaginary_animal,imaginary,animal,0,Describe a purtaneolotomous. It is an imaginary animal.
r00141,purtaneolotomous,imaginary_animal,imaginary,animal,1,Describe a purtaneolotomous. It is an imaginary animal.
r00142,purtaneolotomous,imaginary_animal,imaginary,animal,2,Describe a purtaneolotomous. It is an imaginary animal.
r00143,purtaneolotomous,imaginary_animal,imaginary,animal,3,Describe a purtaneolotomous. It is an imaginary animal.
r00144,purtaneolotomous,imaginary_animal,imaginary,animal,4,Describe a purtaneolotomous. It is an imaginary animal.
r00145,purtaneolotomous,imaginary_animal,imaginary,animal,5,Describe a purtaneolotomous. It is an imaginary animal.
r00146,purtaneolotomous,imaginary_animal,imaginary,animal,6,Describe a purtaneolotomous. It is an imaginary animal.
r00147,purtaneolotomous,imaginary_animal,imaginary,animal,7,Describe a purtaneolotomous. It is an imaginary animal.
r00148,purtaneolotomous,imaginary_animal,imaginary,animal,8,Describe a purtaneolotomous. It is an imaginary animal.
r00149,purtaneolotomous,imaginary_animal,imaginary,animal,9,Describe a purtaneolotomous. It is an imaginary animal.
r00540,trolnique,imaginary_animal,imaginary,animal,0,Describe a trolnique. It is an imaginary animal.
r00541,trolnique,imaginary_animal,imaginary,animal,1,Describe a trolnique. It is an imaginary animal.
r00542,trolnique,imaginary_animal,imaginary,animal,2,Describe a trolnique. It is an imaginary animal.
r00543,trolnique,imaginary_animal,imaginary,animal,3,Describe a trolnique. It is an imaginary animal.
r00544,trolnique,imaginary_animal,imaginary,animal,4,Describe a trolnique. It is an imaginary animal.
r00545,trolnique,imaginary_animal,imaginary,animal,5,Describe a trolnique. It is an imaginary animal.
r00546,trolnique,imaginary_animal,imaginary,animal,6,Describe a trolnique. It is an imaginary animal.
r00547,trolnique,imaginary_animal,imaginary,animal,7,Describe a trolnique. It is an imaginary animal.
r00548,trolnique,imaginary_animal,imaginary,animal,8,Describe a trolnique. It is an imaginary animal.
r00549,trolnique,imaginary_animal,imaginary,animal,9,Describe a trolnique. It is an imaginary animal.
r00340,wresanthamulf,imaginary_animal,imaginary,animal,0,Describe a wresanthamulf. It is an imaginary animal.
r00341,wresanthamulf,imaginary_animal,imaginary,animal,1,Describe a wresanthamulf. It is an imaginary animal.
r00342,wresanthamulf,imaginary_animal,imaginary,animal,2,Describe a wresanthamulf. It is an imaginary animal.
r00343,wresanthamulf,imaginary_animal,imaginary,animal,3,Describe a wresanthamulf. It is an imaginary animal.
r00344,wresanthamulf,imaginary_animal,imaginary,animal,4,Describe a wresanthamulf. It is an imaginary animal.
r00345,wresanthamulf,imaginary_animal,imaginary,animal,5,Describe a wresanthamulf. It is an imaginary animal.
r00346,wresanthamulf,imaginary_animal,imaginary,animal,6,Describe a wresanthamulf. It is an imaginary animal.
r00347,wresanthamulf,imaginary_animal,imaginary,animal,7,Describe a wresanthamulf. It is an imaginary animal.
r00348,wresanthamulf,imaginary_animal,imaginary,animal,8,Describe a wresanthamulf. It is an imaginary animal.
r00349,wresanthamulf,imaginary_animal,imaginary,animal,9,Describe a wresanthamulf. It is an imaginary animal.
r00250,borthorpunius,imaginary_object,imaginary,object,0,Describe a borthorpunius. It is an imaginary object.
r00251,borthorpunius,imaginary_object,imaginary,object,1,Describe a borthorpunius. It is an imaginary object.
r00252,borthorpunius,imaginary_object,imaginary,object,2,Describe a borthorpunius. It is an imaginary object.
r00253,borthorpunius,imaginary_object,imaginary,object,3,Describe a borthorpunius. It is an imaginary object.
r00254,borthorpunius,imaginary_object,imaginary,object,4,Describe a borthorpunius. It is an imaginary object.
r00255,borthorpunius,imaginary_object,imaginary,object,5,Describe a borthorpunius. It is an imaginary object.
r00256,borthorpunius,imaginary_object,imaginary,object,6,Describe a borthorpunius. It is an imaginary object.
r00257,borthorpunius,imaginary_object,imaginary,object,7,Describe a borthorpunius. It is an imaginary object.
r00258,borthorpunius,imaginary_object,imaginary,object,8,Describe a borthorpunius. It is an imaginary object.
r00259,borthorpunius,imaginary_object,imaginary,object,9,Describe a borthorpunius. It is an imaginary object.
r00450,flembrast,imaginary_object,imaginary,object,0,Describe a flembrast. It is an imaginary object.
r00451,flembrast,imaginary_object,imaginary,object,1,Describe a flembrast. It is an imaginary object.
r00452,flembrast,imaginary_object,imaginary,object,2,Describe a flembrast. It is an imaginary object.
r00453,flembrast,imaginary_object,imaginary,object,3,Describe a flembrast. It is an imaginary object.
r00454,flembrast,imaginary_object,imaginary,object,4,Describe a flembrast. It is an imaginary object.
r00455,flembrast,imaginary_object,imaginary,object,5,Describe a flembrast. It is an imaginary object.
r00456,flembrast,imaginary_object,imaginary,object,6,Describe a flembrast. It is an imaginary object.
r00457,flembrast,imaginary_object,imaginary,object,7,Describe a flembrast. It is an imaginary object.
r00458,flembrast,imaginary_object,imaginary,object,8,Describe a flembrast. It is an imaginary object.
r00459,flembrast,imaginary_object,imaginary,object,9,Describe a flembrast. It is an imaginary object.
r00050,halthibinny,imaginary_object,imaginary,object,0,Describe a halthibinny. It is an imaginary object.
r00051,halthibinny,imaginary_object,imaginary,object,1,Describe a halthibinny. It is an imaginary object.
r00052,halthibinny,imaginary_object,imaginary,object,2,Describe a halthibinny. It is an imaginary object.
r00053,halthibinny,imaginary_object,imaginary,object,3,Describe a halthibinny. It is an imaginary object.
r00054,halthibinny,imaginary_object,imaginary,object,4,Describe a halthibinny. It is an imaginary object.
r00055,halthibinny,imaginary_object,imaginary,object,5,Describe a halthibinny. It is an imaginary object.
r00056,halthibinny,imaginary_object,imaginary,object,6,Describe a halthibinny. It is an imaginary object.
r00057,halthibinny,imaginary_object,imaginary,object,7,Describe a halthibinny. It is an imaginary object.
r00058,halthibinny,imaginary_object,imaginary,object,8,Describe a halthibinny. It is an imaginary object.
r00059,halthibinny,imaginary_object,imaginary,object,9,Describe a halthibinny. It is an imaginary object.
r00650,kovashent,imaginary_object,imaginary,object,0,Describe a kovashent. It is an imaginary object.
r00651,kovashent,imaginary_object,imaginary,object,1,Describe a kovashent. It is an imaginary object.
r00652,kovashent,imaginary_object,imaginary,object,2,Describe a kovashent. It is an imaginary object.
r00653,kovashent,imaginary_object,imaginary,object,3,Describe a kovashent. It is an imaginary object.
r00654,kovashent,imaginary_object,imaginary,object,4,Describe a kovashent. It is an imaginary object.
r00655,kovashent,imaginary_object,imaginary,object,5,Describe a kovashent. It is an imaginary object.
r00656,kovashent,imaginary_object,imaginary,object,6,Describe a kovashent. It is an imaginary object.
r00657,kovashent,imaginary_object,imaginary,object,7,Describe a kovashent. It is an imaginary object.
r00658,kovashent,imaginary_object,imaginary,object,8,Describe a kovashent. It is an imaginary object.
r00659,kovashent,imaginary_object,imaginary,object,9,Describe a kovashent. It is an imaginary object.
r00750,plindorf,imaginary_object,imaginary,object,0,Describe a plindorf. It is an imaginary object.
r00751,plindorf,imaginary_object,imaginary,object,1,Describe a plindorf. It is an imaginary object.
r00752,plindorf,imaginary_object,imaginary,object,2,Describe a plindorf. It is an imaginary object.
r00753,plindorf,imaginary_object,imaginary,object,3,Describe a plindorf. It is an imaginary object.
r00754,plindorf,imaginary_object,imaginary,object,4,Describe a plindorf. It is an imaginary object.
r00755,plindorf,imaginary_object,imaginary,object,5,Describe a plindorf. It is an imaginary object.
r00756,plindorf,imaginary_object,imaginary,object,6,Describe a plindorf. It is an imaginary object.
r00757,plindorf,imaginary_object,imaginary,object,7,Describe a plindorf. It is an imaginary object.
r00758,plindorf,imaginary_object,imaginary,object,8,Describe a plindorf. It is an imaginary object.
r00759,plindorf,imaginary_object,imaginary,object,9,Describe a plindorf. It is an imaginary object.
r00150,purtaneolotomous,imaginary_object,imaginary,object,0,Describe a purtaneolotomous. It is an imaginary object.
r00151,purtaneolotomous,imaginary_object,imaginary,object,1,Describe a purtaneolotomous. It is an imaginary object.
r00152,purtaneolotomous,imaginary_object,imaginary,object,2,Describe a purtaneolotomous. It is an imaginary object.
r00153,purtaneolotomous,imaginary_object,imaginary,object,3,Describe a purtaneolotomous. It is an imaginary object.
r00154,purtaneolotomous,imaginary_object,imaginary,object,4,Describe a purtaneolotomous. It is an imaginary object.
r00155,purtaneolotomous,imaginary_object,imaginary,object,5,Describe a purtaneolotomous. It is an imaginary object.
r00156,purtaneolotomous,imaginary_object,imaginary,object,6,Describe a purtaneolotomous. It is an imaginary object.
r00157,purtaneolotomous,imaginary_object,imaginary,object,7,Describe a purtaneolotomous. It is an imaginary object.
r00158,purtaneolotomous,imaginary_object,imaginary,object,8,Describe a purtaneolotomous. It is an imaginary object.
r00159,purtaneolotomous,imaginary_object,imaginary,object,9,Describe a purtaneolotomous. It is an imaginary object.
r00550,trolnique,imaginary_object,imaginary,object,0,Describe a trolnique. It is an imaginary object.
r00551,trolnique,imaginary_object,imaginary,object,1,Describe a trolnique. It is an imaginary object.
r00552,trolnique,imaginary_object,imaginary,object,2,Describe a trolnique. It is an imaginary object.
r00553,trolnique,imaginary_object,imaginary,object,3,Describe a trolnique. It is an imaginary object.
r00554,trolnique,imaginary_object,imaginary,object,4,Describe a trolnique. It is an imaginary object.
r00555,trolnique,imaginary_object,imaginary,object,5,Describe a trolnique. It is an imaginary object.
r00556,trolnique,imaginary_object,imaginary,object,6,Describe a trolnique. It is an imaginary object.
r00557,trolnique,imaginary_object,imaginary,object,7,Describe a trolnique. It is an imaginary object.
r00558,trolnique,imaginary_object,imaginary,object,8,Describe a trolnique. It is an imaginary object.
r00559,trolnique,imaginary_object,imaginary,object,9,Describe a trolnique. It is an imaginary object.
r00350,wresanthamulf,imaginary_object,imaginary,object,0,Describe a wresanthamulf. It is an imaginary object.
r00351,wresanthamulf,imaginary_object,imaginary,object,1,Describe a wresanthamulf. It is an imaginary object.
r00352,wresanthamulf,imaginary_object,imaginary,object,2,Describe a wresanthamulf. It is an imaginary object.
r00353,wresanthamulf,imaginary_object,imaginary,object,3,Describe a wresanthamulf. It is an imaginary object.
r00354,wresanthamulf,imaginary_object,imaginary,object,4,Describe a wresanthamulf. It is an imaginary object.
r00355,wresanthamulf,imaginary_object,imaginary,object,5,Describe a wresanthamulf. It is an imaginary object.
r00356,wresanthamulf,imaginary_object,imaginary,object,6,Describe a wresanthamulf. It is an imaginary object.
r00357,wresanthamulf,imaginary_object,imaginary,object,7,Describe a wresanthamulf. It is an imaginary object.
r00358,wresanthamulf,imaginary_object,imaginary,object,8,Describe a wresanthamulf. It is an imaginary object.
r00359,wresanthamulf,imaginary_object,imaginary,object,9,Describe a wresanthamulf. It is an imaginary object.
r00260,borthorpunius,imaginary_idea,imaginary,idea,0,Describe a borthorpunius. It is an imaginary idea.
r00261,borthorpunius,imaginary_idea,imaginary,idea,1,Describe a borthorpunius. It is an imaginary idea.
r00262,borthorpunius,imaginary_idea,imaginary,idea,2,Describe a borthorpunius. It is an imaginary idea.
r00263,borthorpunius,imaginary_idea,imaginary,idea,3,Describe a borthorpunius. It is an imaginary idea.
r00264,borthorpunius,imaginary_idea,imaginary,idea,4,Describe a borthorpunius. It is an imaginary idea.
r00265,borthorpunius,imaginary_idea,imaginary,idea,5,Describe a borthorpunius. It is an imaginary idea.
r00266,borthorpunius,imaginary_idea,imaginary,idea,6,Describe a borthorpunius. It is an imaginary idea.
r00267,borthorpunius,imaginary_idea,imaginary,idea,7,Describe a borthorpunius. It is an imaginary idea.
r00268,borthorpunius,imaginary_idea,imaginary,idea,8,Describe a borthorpunius. It is an imaginary idea.
r00269,borthorpunius,imaginary_idea,imaginary,idea,9,Describe a borthorpunius. It is an imaginary idea.
r00460,flembrast,imaginary_idea,imaginary,idea,0,Describe a flembrast. It is an imaginary idea.
r00461,flembrast,imaginary_idea,imaginary,idea,1,Describe a flembrast. It is an imaginary idea.
r00462,flembrast,imaginary_idea,imaginary,idea,2,Describe a flembrast. It is an imaginary idea.
r00463,flembrast,imaginary_idea,imaginary,idea,3,Describe a flembrast. It is an imaginary idea.
r00464,flembrast,imaginary_idea,imaginary,idea,4,Describe a flembrast. It is an imaginary idea.
r00465,flembrast,imaginary_idea,imaginary,idea,5,Describe a flembrast. It is an imaginary idea.
r00466,flembrast,imaginary_idea,imaginary,idea,6,Describe a flembrast. It is an imaginary idea.
r00467,flembrast,imaginary_idea,imaginary,idea,7,Describe a flembrast. It is an imaginary idea.
r00468,flembrast,imaginary_idea,imaginary,idea,8,Describe a flembrast. It is an imaginary idea.
r00469,flembrast,imaginary_idea,imaginary,idea,9,Describe a flembrast. It is an imaginary idea.
r00060,halthibinny,imaginary_idea,imaginary,idea,0,Describe a halthibinny. It is an imaginary idea.
r00061,halthibinny,imaginary_idea,imaginary,idea,1,Describe a halthibinny. It is an imaginary idea.
r00062,halthibinny,imaginary_idea,imaginary,idea,2,Describe a halthibinny. It is an imaginary idea.
r00063,halthibinny,imaginary_idea,imaginary,idea,3,Describe a halthibinny. It is an imaginary idea.
r00064,halthibinny,imaginary_idea,imaginary,idea,4,Describe a halthibinny. It is an imaginary idea.
r00065,halthibinny,imaginary_idea,imaginary,idea,5,Describe a halthibinny. It is an imaginary idea.
r00066,halthibinny,imaginary_idea,imaginary,idea,6,Describe a halthibinny. It is an imaginary idea.
r00067,halthibinny,imaginary_idea,imaginary,idea,7,Describe a halthibinny. It is an imaginary idea.
r00068,halthibinny,imaginary_idea,imaginary,idea,8,Describe a halthibinny. It is an imaginary idea.
r00069,halthibinny,imaginary_idea,imaginary,idea,9,Describe a halthibinny. It is an imaginary idea.
r00660,kovashent,imaginary_idea,imaginary,idea,0,Describe a kovashent. It is an imaginary idea.
r00661,kovashent,imaginary_idea,imaginary,idea,1,Describe a kovashent. It is an imaginary idea.
r00662,kovashent,imaginary_idea,imaginary,idea,2,Describe a kovashent. It is an imaginary idea.
r00663,kovashent,imaginary_idea,imaginary,idea,3,Describe a kovashent. It is an imaginary idea.
r00664,kovashent,imaginary_idea,imaginary,idea,4,Describe a kovashent. It is an imaginary idea.
r00665,kovashent,imaginary_idea,imaginary,idea,5,Describe a kovashent. It is an imaginary idea.
r00666,kovashent,imaginary_idea,imaginary,idea,6,Describe a kovashent. It is an imaginary idea.
r00667,kovashent,imaginary_idea,imaginary,idea,7,Describe a kovashent. It is an imaginary idea.
r00668,kovashent,imaginary_idea,imaginary,idea,8,Describe a kovashent. It is an imaginary idea.
r00669,kovashent,imaginary_idea,imaginary,idea,9,Describe a kovashent. It is an imaginary idea.
r00760,plindorf,imaginary_idea,imaginary,idea,0,Describe a plindorf. It is an imaginary idea.
r00761,plindorf,imaginary_idea,imaginary,idea,1,Describe a plindorf. It is an imaginary idea.
r00762,plindorf,imaginary_idea,imaginary,idea,2,Describe a plindorf. It is an imaginary idea.
r00763,plindorf,imaginary_idea,imaginary,idea,3,Describe a plindorf. It is an imaginary idea.
r00764,plindorf,imaginary_idea,imaginary,idea,4,Describe a plindorf. It is an imaginary idea.
r00765,plindorf,imaginary_idea,imaginary,idea,5,Describe a plindorf. It is an imaginary idea.
r00766,plindorf,imaginary_idea,imaginary,idea,6,Describe a plindorf. It is an imaginary idea.
r00767,plindorf,imaginary_idea,imaginary,idea,7,Describe a plindorf. It is an imaginary idea.
r00768,plindorf,imaginary_idea,imaginary,idea,8,Describe a plindorf. It is an imaginary idea.
r00769,plindorf,imaginary_idea,imaginary,idea,9,Describe a plindorf. It is an imaginary idea.
r00160,purtaneolotomous,imaginary_idea,imaginary,idea,0,Describe a purtaneolotomous. It is an imaginary idea.
r00161,purtaneolotomous,imaginary_idea,imaginary,idea,1,Describe a purtaneolotomous. It is an imaginary idea.
r00162,purtaneolotomous,imaginary_idea,imaginary,idea,2,Describe a purtaneolotomous. It is an imaginary idea.
r00163,purtaneolotomous,imaginary_idea,imaginary,idea,3,Describe a purtaneolotomous. It is an imaginary idea.
r00164,purtaneolotomous,imaginary_idea,imaginary,idea,4,Describe a purtaneolotomous. It is an imaginary idea.
r00165,purtaneolotomous,imaginary_idea,imaginary,idea,5,Describe a purtaneolotomous. It is an imaginary idea.
r00166,purtaneolotomous,imaginary_idea,imaginary,idea,6,Describe a purtaneolotomous. It is an imaginary idea.
r00167,purtaneolotomous,imaginary_idea,imaginary,idea,7,Describe a purtaneolotomous. It is an imaginary idea.
r00168,purtaneolotomous,imaginary_idea,imaginary,idea,8,Describe a purtaneolotomous. It is an imaginary idea.
r00169,purtaneolotomous,imaginary_idea,imaginary,idea,9,Describe a purtaneolotomous. It is an imaginary idea.
r00560,trolnique,imaginary_idea,imaginary,idea,0,Describe a trolnique. It is an imaginary idea.
r00561,trolnique,imaginary_idea,imaginary,idea,1,Describe a trolnique. It is an imaginary idea.
r00562,trolnique,imaginary_idea,imaginary,idea,2,Describe a trolnique. It is an imaginary idea.
r00563,trolnique,imaginary_idea,imaginary,idea,3,Describe a trolnique. It is an imaginary idea.
r00564,trolnique,imaginary_idea,imaginary,idea,4,Describe a trolnique. It is an imaginary idea.
r00565,trolnique,imaginary_idea,imaginary,idea,5,Describe a trolnique. It is an imaginary idea.
r00566,trolnique,imaginary_idea,imaginary,idea,6,Describe a trolnique. It is an imaginary idea.
r00567,trolnique,imaginary_idea,imaginary,idea,7,Describe a trolnique. It is an imaginary idea.
r00568,trolnique,imaginary_idea,imaginary,idea,8,Describe a trolnique. It is an imaginary idea.
r00569,trolnique,imaginary_idea,imaginary,idea,9,Describe a trolnique. It is an imaginary idea.
r00360,wresanthamulf,imaginary_idea,imaginary,idea,0,Describe a wresanthamulf. It is an imaginary idea.
r00361,wresanthamulf,imaginary_idea,imaginary,idea,1,Describe a wresanthamulf. It is an imaginary idea.
r00362,wresanthamulf,imaginary_idea,imaginary,idea,2,Describe a wresanthamulf. It is an imaginary idea.
r00363,wresanthamulf,imaginary_idea,imaginary,idea,3,Describe a wresanthamulf. It is an imaginary idea.
r00364,wresanthamulf,imaginary_idea,imaginary,idea,4,Describe a wresanthamulf. It is an imaginary idea.
r00365,wresanthamulf,imaginary_idea,imaginary,idea,5,Describe a wresanthamulf. It is an imaginary idea.
r00366,wresanthamulf,imaginary_idea,imaginary,idea,6,Describe a wresanthamulf. It is an imaginary idea.
r00367,wresanthamulf,imaginary_idea,imaginary,idea,7,Describe a wresanthamulf. It is an imaginary idea.
r00368,wresanthamulf,imaginary_idea,imaginary,idea,8,Describe a wresanthamulf. It is an imaginary idea.
r00369,wresanthamulf,imaginary_idea,imaginary,idea,9,Describe a wresanthamulf. It is an imaginary idea.
r00270,borthorpunius,type_of_animal,type of,animal,0,Describe a borthorpunius. It is a type of animal.
r00271,borthorpunius,type_of_animal,type of,animal,1,Describe a borthorpunius. It is a type of animal.
r00272,borthorpunius,type_of_animal,type of,animal,2,Describe a borthorpunius. It is a type of animal.
r00273,borthorpunius,type_of_animal,type of,animal,3,Describe a borthorpunius. It is a type of animal.
r00274,borthorpunius,type_of_animal,type of,animal,4,Describe a borthorpunius. It is a type of animal.
r00275,borthorpunius,type_of_animal,type of,animal,5,Describe a borthorpunius. It is a type of animal.
r00276,borthorpunius,type_of_animal,type of,animal,6,Describe a borthorpunius. It is a type of animal.
r00277,borthorpunius,type_of_animal,type of,animal,7,Describe a borthorpunius. It is a type of animal.
r00278,borthorpunius,type_of_animal,type of,animal,8,Describe a borthorpunius. It is a type of animal.
r00279,borthorpunius,type_of_animal,type of,animal,9,Describe a borthorpunius. It is a type of animal.
r00470,flembrast,type_of_animal,type of,animal,0,Describe a flembrast. It is a type of animal.
r00471,flembrast,type_of_animal,type of,animal,1,Describe a flembrast. It is a type of animal.
r00472,flembrast,type_of_animal,type of,animal,2,Describe a flembrast. It is a type of animal.
r00473,flembrast,type_of_animal,type of,animal,3,Describe a flembrast. It is a type of animal.
r00474,flembrast,type_of_animal,type of,animal,4,Describe a flembrast. It is a type of animal.
r00475,flembrast,type_of_animal,type of,animal,5,Describe a flembrast. It is a type of animal.
r00476,flembrast,type_of_animal,type of,animal,6,Describe a flembrast. It is a type of animal.
r00477,flembrast,type_of_animal,type of,animal,7,Describe a flembrast. It is a type of animal.
r00478,flembrast,type_of_animal,type of,animal,8,Describe a flembrast. It is a type of animal.
r00479,flembrast,type_of_animal,type of,animal,9,Describe a flembrast. It is a type of animal.
r00070,halthibinny,type_of_animal,type of,animal,0,Describe a halthibinny. It is a type of animal.
r00071,halthibinny,type_of_animal,type of,animal,1,Describe a halthibinny. It is a type of animal.
r00072,halthibinny,type_of_animal,type of,animal,2,Describe a halthibinny. It is a type of animal.
r00073,halthibinny,type_of_animal,type of,animal,3,Describe a halthibinny. It is a type of animal.
r00074,halthibinny,type_of_animal,type of,animal,4,Describe a halthibinny. It is a type of animal.
r00075,halthibinny,type_of_animal,type of,animal,5,Describe a halthibinny. It is a type of animal.
r00076,halthibinny,type_of_animal,type of,animal,6,Describe a halthibinny. It is a type of animal.
r00077,halthibinny,type_of_animal,type of,animal,7,Describe a halthibinny. It is a type of animal.
r00078,halthibinny,type_of_animal,type of,animal,8,Describe a halthibinny. It is a type of animal.
r00079,halthibinny,type_of_animal,type of,animal,9,Describe a halthibinny. It is a type of animal.
r00670,kovashent,type_of_animal,type of,animal,0,Describe a kovashent. It is a type of animal.
r00671,kovashent,type_of_animal,type of,animal,1,Describe a kovashent. It is a type of animal.
r00672,kovashent,type_of_animal,type of,animal,2,Describe a kovashent. It is a type of animal.
r00673,kovashent,type_of_animal,type of,animal,3,Describe a kovashent. It is a type of animal.
r00674,kovashent,type_of_animal,type of,animal,4,Describe a kovashent. It is a type of animal.
r00675,kovashent,type_of_animal,type of,animal,5,Describe a kovashent. It is a type of animal.
r00676,kovashent,type_of_animal,type of,animal,6,Describe a kovashent. It is a type of animal.
r00677,kovashent,type_of_animal,type of,animal,7,Describe a kovashent. It is a type of animal.
r00678,kovashent,type_of_animal,type of,animal,8,Describe a kovashent. It is a type of animal.
r00679,kovashent,type_of_animal,type of,animal,9,Describe a kovashent. It is a type of animal.
r00770,plindorf,type_of_animal,type of,animal,0,Describe a plindorf. It is a type of animal.
r00771,plindorf,type_of_animal,type of,animal,1,Describe a plindorf. It is a type of animal.
r00772,plindorf,type_of_animal,type of,animal,2,Describe a plindorf. It is a type of animal.
r00773,plindorf,type_of_animal,type of,animal,3,Describe a plindorf. It is a type of animal.
r00774,plindorf,type_of_animal,type of,animal,4,Describe a plindorf. It is a type of animal.
r00775,plindorf,type_of_animal,type of,animal,5,Describe a plindorf. It is a type of animal.
r00776,plindorf,type_of_animal,type of,animal,6,Describe a plindorf. It is a type of animal.
r00777,plindorf,type_of_animal,type of,animal,7,Describe a plindorf. It is a type of animal.
r00778,plindorf,type_of_animal,type of,animal,8,Describe a plindorf. It is a type of animal.
r00779,plindorf,type_of_animal,type of,animal,9,Describe a plindorf. It is a type of animal.
r00170,purtaneolotomous,type_of_animal,type of,animal,0,Describe a purtaneolotomous. It is a type of animal.
r00171,purtaneolotomous,type_of_animal,type of,animal,1,Describe a purtaneolotomous. It is a type of animal.
r00172,purtaneolotomous,type_of_animal,type of,animal,2,Describe a purtaneolotomous. It is a type of animal.
r00173,purtaneolotomous,type_of_animal,type of,animal,3,Describe a purtaneolotomous. It is a type of animal.
r00174,purtaneolotomous,type_of_animal,type of,animal,4,Describe a purtaneolotomous. It is a type of animal.
r00175,purtaneolotomous,type_of_animal,type of,animal,5,Describe a purtaneolotomous. It is a type of animal.
r00176,purtaneolotomous,type_of_animal,type of,animal,6,Describe a purtaneolotomous. It is a type of animal.
r00177,purtaneolotomous,type_of_animal,type of,animal,7,Describe a purtaneolotomous. It is a type of animal.
r00178,purtaneolotomous,type_of_animal,type of,animal,8,Describe a purtaneolotomous. It is a type of animal.
r00179,purtaneolotomous,type_of_animal,type of,animal,9,Describe a purtaneolotomous. It is a type of animal.
r00570,trolnique,type_of_animal,type of,animal,0,Describe a trolnique. It is a type of animal.
r00571,trolnique,type_of_animal,type of,animal,1,Describe a trolnique. It is a type of animal.
r00572,trolnique,type_of_animal,type of,animal,2,Describe a trolnique. It is a type of animal.
r00573,trolnique,type_of_animal,type of,animal,3,Describe a trolnique. It is a type of animal.
r00574,trolnique,type_of_animal,type of,animal,4,Describe a trolnique. It is a type of animal.
r00575,trolnique,type_of_animal,type of,animal,5,Describe a trolnique. It is a type of animal.
r00576,trolnique,type_of_animal,type of,animal,6,Describe a trolnique. It is a type of animal.
r00577,trolnique,type_of_animal,type of,animal,7,Describe a trolnique. It is a type of animal.
r00578,trolnique,type_of_animal,type of,animal,8,Describe a trolnique. It is a type of animal.
r00579,trolnique,type_of_animal,type of,animal,9,Describe a trolnique. It is a type of animal.
r00370,wresanthamulf,type_of_animal,type of,animal,0,Describe a wresanthamulf. It is a type of animal.
r00371,wresanthamulf,type_of_animal,type of,animal,1,Describe a wresanthamulf. It is a type of animal.
r00372,wresanthamulf,type_of_animal,type of,animal,2,Describe a wresanthamulf. It is a type of animal.
r00373,wresanthamulf,type_of_animal,type of,animal,3,Describe a wresanthamulf. It is a type of animal.
r00374,wresanthamulf,type_of_animal,type of,animal,4,Describe a wresanthamulf. It is a type of animal.
r00375,wresanthamulf,type_of_animal,type of,animal,5,Describe a wresanthamulf. It is a type of animal.
r00376,wresanthamulf,type_of_animal,type of,animal,6,Describe a wresanthamulf. It is a type of animal.
r00377,wresanthamulf,type_of_animal,type of,animal,7,Describe a wresanthamulf. It is a type of animal.
r00378,wresanthamulf,type_of_animal,type of,animal,8,Describe a wresanthamulf. It is a type of animal.
r00379,wresanthamulf,type_of_animal,type of,animal,9,Describe a wresanthamulf. It is a type of animal.
r00280,borthorpunius,type_of_object,type of,object,0,Describe a borthorpunius. It is a type of object.
r00281,borthorpunius,type_of_object,type of,object,1,Describe a borthorpunius. It is a type of object.
r00282,borthorpunius,type_of_object,type of,object,2,Describe a borthorpunius. It is a type of object.
r00283,borthorpunius,type_of_object,type of,object,3,Describe a borthorpunius. It is a type of object.
r00284,borthorpunius,type_of_object,type of,object,4,Describe a borthorpunius. It is a type of object.
r00285,borthorpunius,type_of_object,type of,object,5,Describe a borthorpunius. It is a type of object.
r00286,borthorpunius,type_of_object,type of,object,6,Describe a borthorpunius. It is a type of object.
r00287,borthorpunius,type_of_object,type of,object,7,Describe a borthorpunius. It is a type of object.
r00288,borthorpunius,type_of_object,type of,object,8,Describe a borthorpunius. It is a type of object.
r00289,borthorpunius,type_of_object,type of,object,9,Describe a borthorpunius. It is a type of object.
r00480,flembrast,type_of_object,type of,object,0,Describe a flembrast. It is a type of object.
r00481,flembrast,type_of_object,type of,object,1,Describe a flembrast. It is a type of object.
r00482,flembrast,type_of_object,type of,object,2,Describe a flembrast. It is a type of object.
r00483,flembrast,type_of_object,type of,object,3,Describe a flembrast. It is a type of object.
r00484,flembrast,type_of_object,type of,object,4,Describe a flembrast. It is a type of object.
r00485,flembrast,type_of_object,type of,object,5,Describe a flembrast. It is a type of object.
r00486,flembrast,type_of_object,type of,object,6,Describe a flembrast. It is a type of object.
r00487,flembrast,type_of_object,type of,object,7,Describe a flembrast. It is a type of object.
r00488,flembrast,type_of_object,type of,object,8,Describe a flembrast. It is a type of object.
r00489,flembrast,type_of_object,type of,object,9,Describe a flembrast. It is a type of object.
